address,maxClaimable,price,currencyAddress
0x8af18836c0c147291cfc0927e8e3d32bfd913a6f,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x9e0ef47a08708fa97a46016d3a896d0e14bc9360,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xd01a0a1bcc88320abf30f1d971d9ff66b4b54fec,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x054e2873926f601ab7bfa19c9cb1cc708ac7f8f6,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xac70b0f34c000843d2c835183e4a013ce54aa912,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x336118e638c39f2e704861972a7d6b67a57c03df,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x9fd41bf7150c1416257d172ec43b516de870fa90,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xc70689d52b0343b26d96afecfd9596774e295b31,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x3a1948c2993047abbf93b85ccce1f1ff983da65b,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xfeb4fa5e965f505469422427f236fa6006afedd9,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xbba140084b3ae799286b605d850520cae08aeceb,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xa71000e72d38e6a84d7190f59fd3dfc73931c0e8,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x52b9bb9ab8e39a85fe9dc86980601a60cef006d3,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x7f81843372ef4c608af747459d0611b072b8e5b9,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x7b10d98a2bcc41f3ab22189fb34a755d4e1e1cef,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x9adeb98be97aa7021390f5eba1ef2d67ad381870,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x23ee9bd40742dbe57a4643bf7d5c98adf7fd0f2b,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xef0159e704d06c888a140a50e06b3eab8375b538,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x677b3a8917e123a41d4e52961124c75a76528127,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xc79ef5c3f56771a9cd64bc86ab5fd443ceb906ba,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x5e23dc69e8dc8c8797e1aaddc8e33ffdad8d59fb,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x60c43b41d70c2a69badbf5bb748bfaf21a736abb,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xab3ba2d668215acd23f7da923683a5ed88bad625,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xde39ab0367ba4d4a1672d704b72e6c9141e87133,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xeb5bc3df678d83ed57b0002bf8467e3182828e2f,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x93ebc766ace620195e373c3ffb13dfb1129057d1,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x5a330403d20707ef6ed55d74032e2ad3efe03569,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x8e5150e73d4ff74706df51bf4329199e0cad7350,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x9c4998175d5fd862147e192eb5cbc6c9fdd76963,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x8d3c8342ab7a349a95de14a653715371b9db1bb7,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x311d61cd8310fee771db5c8d8352074e0e09591c,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xc84820415d775b1f60c11bd841fbd2467e83e6bb,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x507916179fcb268f106ef92ca227a3e0e8dea52c,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xd994e3e364da38f7960dc6fad9b70adeeb7b8af3,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x0970b838d4d209b21de42ca52f7e0fe79811de26,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x78d6f990edbabc0c5816e48da6a6500b55995dc2,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x711c087d5807be03353666984597de3e421bad5f,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x7073fc4e7d942f7968d923d030fd255d0c8338a1,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xf3ba61d80a18620307a44d1a4d5d3c057ed25dc7,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xd79baf1eee993977cbb385ba67138681ad97bef4,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x38bfd6880473f6218fd1b2eaefad3c99beb8d8ca,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x36997bf7bcd278e343f7319d8cf1fd9772fe1cb2,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xe5d500731c05e7926dfa068023ab74c2b93ffa15,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x9ad606486f181c465802e519bba90d7300a184e7,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x525ee7ef2e1012d1d770d8f206efd844a3bcb43e,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xac52c567e677d7358f24ed38c4c87d289f647fd0,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x6bfb1a12c17d43b63e1705960a2ee8ffb8cdecba,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x00ad52965f378de3c48191d21aa430ffb272aa9e,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x4d3813ff55a8776e3ebd2ab7c767d2e2ce9121cd,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x5fa07da90cf665a771f4a1f4b5fb5e830b9ded4a,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xb90a318af396ab47248024dd7723b61761df80cf,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xeb8791ad9983046902381fb456b952eb76fab0ca,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xb981602bae363a3f6d6e7f9a911e8df1c1c60efb,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xf7e1187e5e5e04208a0922455d434fdc7b709cbc,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xc8d36252240840bf28938077a0ac9d7467027a14,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x6ba04dd36763058bea4fb094d307263c9f1c5174,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xef2ccdb65f276891fcc615dcdcbcade767c894e8,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x9bf2de8aa0305c5c690767042978b96f1e269061,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x0ba4468ac512a8651ae50685730d731ade7dc0f8,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x2c7c6f240fb15aed1229256c6b219212dfb83196,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xb742c00783ca98be2896eccfc0d2ed6dc8e87c7e,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x4e677cb937c2c122cb335e203613fb55a3fece81,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x5ea044c205e2fecc885028dd735d2653cdd7cdd3,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xcb3e45f337dd3beeba98f5f9f9a16e9cd152cc86,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x922e6863e00e29d3454a5656cd05bd548d26cc0b,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x8b6a886eabc6c4cc9108ef9b6e1d5e97145e7ec3,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x4c5ebfd9478f5a1926029b5c21c96d3fe99bdacb,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xdac1a701dc567fb85495919ce8e6b42e091270f1,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xd3a28060e515f7c51f2c5b2ecdc9513f8c146eaa,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x7770ff78b811bf6883c569ff261dbf947261d4d5,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xef1e7ec8e1894f34f4d6d6eff8d9a55233c77ca2,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x9678619db86cb846c3a91c960cbf85bff7db842d,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x3718b8d2d10c6de4e27f3cd21b8028e15761a1ed,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xf58e8ef86c49556ce0befe9d4fe279362a230d2d,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x250ffb9fa00443e8f17b417c7cb7690622860900,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xb62500d5a8b9629763d39a4d05784d6a47a72ab1,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x5e4551b1386d831d05dabb7f9e2a693fa8ba37e8,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x53929617e059c116eecf324e9645bcf9449ceaea,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x75e60fd5f88faa26ecccc1212a3c8d6be4d41ec2,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xfb35a4c3aca9f0c898ebf9ebcb655a530995f7f2,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x657c1f8421ae93e88fb3171f019779e87b0263ca,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xf98a58958f3572b63821850437f99cc83f95bfaf,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x06b4ec4cd1158a12ae3604ed2194b60ebe22b66a,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x284c7e0298577d1e69da0eaa81f6f885032750b3,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x4b23696b7b292c184b1c9d88cfa19f4447ae45ec,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x9d1ec09db84893ffa4e449a2117ed42129786bd1,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xd52837f4a3a522523c443f62b7c8d55aa1cdebc7,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x310e8c519b3d8f2e48df16dd5eff5a0eb4070bed,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xcfc123a23dfed71bdae054e487989d863c525c73,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xc73f4e6227f759eed195cb6a65e53f28f5190864,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0xbb33f0a178adec509534ded7d2214a740a18c6d7,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x06f36bae529c3fc4ae31ff9af1f372a6e98b1935,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x5d20d7dff7bc436659179b55e02541144da765a9,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
0x2870f26601fe2d07b0865fe35fb9b7b50085c768,6,0.065,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
